symbol,年份,年度收益%
SH.600111,2020,20.755842307747983
SH.600111,2021,251.0994158284062
SH.601918,2016,-15.864527629233649
SH.601918,2017,-17.7966101694916
SH.601918,2018,-22.42268041237121
SH.601918,2019,7.997623814657495
SH.601918,2020,-2.661756916432456
SH.601918,2021,45.950612658789346
SH.601069,2016,-6.350051622018249
SH.601069,2017,-28.81254485661955
SH.601069,2018,-6.301197227473054
SH.601069,2019,1.6477799302077045
SH.601069,2020,-10.555685753031552
SH.601069,2021,-8.642209008408507
